"","ringnr","X","ID","sex","flok","type","name","firstyear","lastyear","missing","LRS","lambda","Rep.Value","FirstAge","Long","r","GT","flok_year","animal","tarsus_length","body_mass","lBM","lTL","lGT"
"1","8118424",1,1,"m",28,1,"Indre-Kvarøy",2007,2010,0,8,2.80630071674101,0.430111209060728,1,3,2.66666666666667,2.25,"28 2007","8118424",19.92,32.38,3.47754094824949,2.99172425215645,0.810930216216329
"2","8118426",3,3,"m",28,1,"Indre-Kvarøy",2007,2010,0,4,2,0.447213595499958,2,3,1.33333333333333,2,"28 2007","8118426",19.655,32.7625,3.48928456864952,2.97833175887382,0.693147180559945
"3","8118432",6,6,"f",26,1,"Gjerøy",2007,2009,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"26 2007","8118432",19.704,32.06,3.46760914718141,2.98082166081824,0.405465108108164
"4","8118433",7,7,"m",26,1,"Gjerøy",2007,2009,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 2007","8118433",18.295,30.1333333333333,3.40563197873002,2.90662779847117,0.693147180559945
"5","8118435",8,8,"f",26,1,"Gjerøy",2007,2009,0,7,2.84546609143593,0.52051346332858,1,3,2.33333333333333,2.28571428571429,"26 2007","8118435",19.42,28.85,3.36210999295411,2.96630346286318,0.82667857318447
"6","8168601",9,9,"m",38,1,"Aldra",1998,2001,0,8,4.82842712474619,0.770076152379129,1,3,2.66666666666667,1.5,"38 1998","8168601",19.8,29.9,3.39785848039664,2.98568193770049,0.405465108108164
"7","8168602",10,10,"f",38,1,"Aldra",1998,1999,0,1,1,1,1,1,1,1,"38 1998","8168602",20.4666666666667,32.5,3.48124008933569,3.01879754648499,0
"8","8168605",12,12,"m",38,1,"Aldra",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"38 1998","8168605",19.66,29.9333333333333,3.39897268664004,2.97858611471902,0.693147180559945
"9","8168606",13,13,"m",38,1,"Aldra",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"38 1998","8168606",19.96,32.1333333333333,3.46989391294839,2.99373027088332,0.693147180559945
"10","8168608",15,15,"m",28,1,"Indre-Kvarøy",1998,1999,0,1,1,1,1,1,1,1,"28 1998","8168608",19.6,33.4,3.50855589998265,2.97552956623647,0
"11","8168612",17,17,"m",28,1,"Indre-Kvarøy",1998,2001,0,3,1.61803398874989,0.5,2,3,1,2.33333333333333,"28 1998","8168612",19.6,34.3,3.53514535417189,2.97552956623647,0.847297860387202
"12","8168613",18,18,"f",27,1,"Hestmannøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1998","8168613",19.8,32.3,3.47506723022861,2.98568193770049,0.693147180559945
"13","8168614",19,19,"f",28,1,"Indre-Kvarøy",1998,2002,0,2,1.27201964951407,0.525731112119134,2,4,0.5,3,"28 1998","8168614",19.3,33.35,3.50705777236163,2.96010509591084,1.09861228866811
"14","8168639",22,22,"f",26,1,"Gjerøy",1999,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1999","8168639",19.44,30.95,3.4323729991306,2.96733279903229,0.693147180559945
"15","8168648",26,26,"m",26,1,"Gjerøy",1999,1999,0,1,1,1,1,1,1,1,"26 1999","8168648",20.25,31.25,3.44201937618241,3.00815479355255,0
"16","8168692",30,30,"f",28,1,"Indre-Kvarøy",1999,2001,0,4,2.14789903570479,0.628145069491339,1,3,1.33333333333333,2,"28 1999","8168692",19.3,31.5666666666667,3.45210171152392,2.96010509591084,0.693147180559945
"17","8168702",33,33,"m",27,1,"Hestmannøy",1999,2001,0,4,3.30277563773199,0.957092026489053,1,2,2,1.25,"27 1999","8168702",18.7,29.7333333333333,3.39226875091785,2.92852352386054,0.22314355131421
"18","8168709",34,34,"m",26,1,"Gjerøy",1999,2002,0,7,2.84546609143593,0.52051346332858,1,3,2.33333333333333,2.28571428571429,"26 1999","8168709",19.9525,30.85,3.4291367503514,2.99335444876803,0.82667857318447
"19","8309128",40,40,"f",27,1,"Hestmannøy",2007,2010,0,5,2.23606797749979,0.408248290463863,2,3,1.66666666666667,2,"27 2007","8309128",18.75,30.86,3.42946084693501,2.93119375241642,0.693147180559945
"20","8309140",42,42,"m",27,1,"Hestmannøy",2007,2008,0,1,1,1,1,1,1,1,"27 2007","8309140",20.18,32.8,3.4904285153901,3.00469201492546,0
"21","8309141",43,43,"m",27,1,"Hestmannøy",2007,2010,0,3,1.69562076955986,0.589754512301459,1,3,1,2.33333333333333,"27 2007","8309141",19.04125,29.8,3.39450839351136,2.94660767846877,0.847297860387202
"22","8309143",44,44,"m",26,1,"Gjerøy",2007,2010,0,1,1,1,1,3,0.333333333333333,1,"26 2007","8309143",16.7366666666667,30.35,3.41279651750551,2.8176019213785,0
"23","8309158",48,48,"m",28,1,"Indre-Kvarøy",2007,2010,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"28 2007","8309158",19.38,32.5666666666667,3.48328927038063,2.96424160646262,0.693147180559945
"24","8309159",49,49,"m",28,1,"Indre-Kvarøy",2007,2008,0,2,2,1,1,1,2,1,"28 2007","8309159",20.075,32.15,3.47041245068363,2.99947525983283,0
"25","8309171",52,52,"f",27,1,"Hestmannøy",2007,2011,0,7,2.11062951895362,0.340476007535768,1,4,1.75,3,"27 2007","8309171",19.26,32.325,3.47584092465792,2.95803040636998,1.09861228866811
"26","8309182",55,55,"m",27,1,"Hestmannøy",2007,2009,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"27 2007","8309182",20.084,30.4833333333333,3.41718008616877,2.99992347817246,0.405465108108164
"27","8309191",59,59,"m",26,1,"Gjerøy",2007,2011,0,2,1.25992104989487,0.442493334024442,3,4,0.5,3,"26 2007","8309191",19.308,32.06,3.46760914718141,2.96051951779825,1.09861228866811
"28","8309251",63,63,"f",27,1,"Hestmannøy",2007,2010,0,3,1.73205080756888,0.5,2,3,1,2,"27 2007","8309251",19.925,35.65,3.57374914686031,2.99197522467628,0.693147180559945
"29","8309252",64,64,"f",27,1,"Hestmannøy",2007,2009,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 2007","8309252",19.656,31.9,3.4626060097908,2.97838263521888,0.693147180559945
"30","8309254",65,65,"m",27,1,"Hestmannøy",2007,2009,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 2007","8309254",20.24,34.5666666666667,3.54288982656737,3.00766084441926,0.693147180559945
"31","8309262",66,66,"m",27,1,"Hestmannøy",2007,2010,0,5,2.23606797749979,0.408248290463863,2,3,1.66666666666667,2,"27 2007","8309262",19.94,38.4,3.64805745959368,2.99272776453369,0.693147180559945
"32","8309263",67,67,"f",27,1,"Hestmannøy",2007,2008,0,1,1,1,1,1,1,1,"27 2007","8309263",19.585,31.4,3.44680789291421,2.97476396711779,0
"33","8309264",68,68,"f",27,1,"Hestmannøy",2007,2009,0,3,1.73205080756888,0.5,2,2,1.5,2,"27 2007","8309264",20.68,32.5,3.48124008933569,3.02916704964023,0.693147180559945
"34","8309266",69,69,"m",27,1,"Hestmannøy",2007,2011,0,2,1.61803398874989,0.85065080835204,1,4,0.5,1.5,"27 2007","8309266",19.665,31.7,3.45631668088323,2.97884040588377,0.405465108108164
"35","8309272",72,72,"f",27,1,"Hestmannøy",2007,2011,0,1,1,0.577350269189626,3,4,0.25,3,"27 2007","8309272",20.3971428571429,31.85,3.46103738201817,3.015394835019,1.09861228866811
"36","8309274",74,74,"m",27,1,"Hestmannøy",2007,2010,0,2,1.61803398874989,0.85065080835204,1,3,0.666666666666667,1.5,"27 2007","8309274",20.1,34.54,3.54211807271853,3.00071981506503,0.405465108108164
"37","8309277",75,75,"m",27,1,"Hestmannøy",2007,2010,0,6,2.91963956583942,0.657243060060639,1,3,2,2,"27 2007","8309277",20.56,33.85,3.52193899935828,3.02334744058696,0.693147180559945
"38","8309283",78,78,"f",27,1,"Hestmannøy",2007,2009,0,5,3.56155281280883,0.871928209278037,1,2,2.5,1.4,"27 2007","8309283",19.86,32.0166666666667,3.46625660054646,2.98870765861703,0.336472236621213
"39","8309285",79,79,"f",27,1,"Hestmannøy",2007,2009,0,5,2.56155281280883,0.539285596264911,1,2,2.5,1.8,"27 2007","8309285",19.688,36.56,3.59895474658595,2.98000931308875,0.587786664902119
"40","8309288",81,81,"m",27,1,"Hestmannøy",2007,2008,0,2,2,1,1,1,2,1,"27 2007","8309288",19.935,33.05,3.4980215662977,2.99247698083332,0
"41","8309291",82,82,"f",20,1,"Nesøy",2007,2012,0,6,2.43153383535822,0.536193064212229,1,5,1.2,2.5,"20 2007","8309291",20.0266666666667,32.4333333333333,3.47918670052385,2.99706471878777,0.916290731874155
"42","8668476",170,170,"f",27,1,"Hestmannøy",2007,2010,0,4,1.76929235423863,0.430005547814934,2,3,1.33333333333333,2.5,"27 2007","8668476",18.286,28.22,3.34003094642467,2.90613573974223,0.916290731874155
"43","8668490",175,175,"f",27,1,"Hestmannøy",2007,2007,0,1,1,1,1,1,1,1,"27 2007","8668490",20.05,30.7,3.42426265459315,2.99822915375258,0
"44","8681052",199,199,"m",26,1,"Gjerøy",1998,2001,0,2,1.18920711500272,0.371579315163934,4,4,0.5,4,"26 1998","8681052",20.476,31.35,3.44521426707893,3.01925346859534,1.38629436111989
"45","8681054",201,201,"f",26,1,"Gjerøy",1998,2002,0,8,1.94460666886068,0.289050714733281,1,5,1.6,3.875,"26 1998","8681054",20.1942857142857,32.5428571428571,3.48255790195777,3.00539967895613,1.35454566280531
"46","8681059",205,205,"m",28,1,"Indre-Kvarøy",1998,2000,0,4,2,0.577350269189626,1,3,1.33333333333333,2.25,"28 1998","8681059",19.73,33.9166666666667,3.52390653565459,2.98214032003452,0.810930216216329
"47","8681074",207,207,"m",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681074",19.2,31.2,3.44041809481544,2.95491027903374,0
"48","8681075",208,208,"f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,2,0.5,1,"27 1998","8681075",19.2333333333333,30.6,3.42100000895834,2.95664488484594,0
"49","8681076",209,209,"f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681076",18.4,28.7,3.35689712276558,2.91235066461494,0
"50","8681077",210,210,"f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8681077",20.4,32.85,3.49195174493062,3.01553490085017,0
"51","8681081",212,212,"m",27,1,"Hestmannøy",1998,2000,0,2,1.4142135623731,0.577350269189626,2,2,1,2,"27 1998","8681081",19.45,32.3,3.47506723022861,2.96784707006446,0.693147180559945
"52","8681095",213,213,"m",27,1,"Hestmannøy",1998,2003,0,1,1,0.5,4,6,0.166666666666667,4,"27 1998","8681095",20.54,31.78,3.45883716110857,3.02237420450041,1.38629436111989
"53","8730417",281,281,"f",26,1,"Gjerøy",1998,2001,0,6,2.24189656303448,0.417913207344724,1,4,1.5,2.5,"26 1998","8730417",19.25,28.9,3.36384159511839,2.95751106073379,0.916290731874155
"54","8730421",283,283,"m",26,1,"Gjerøy",1998,1999,0,1,1,1,1,1,1,1,"26 1998","8730421",20.3,30.7,3.42426265459315,3.01062088604774,0
"55","8730436",285,285,"f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730436",19.1,30,3.40119738166216,2.94968833505258,0
"56","8730437",286,286,"m",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,2,0.5,1,"27 1998","8730437",19.5333333333333,34.62,3.54443154974806,2.97212240791486,0
"57","8730442",289,289,"f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730442",20.5,30.4,3.41444260841218,3.02042488614436,0
"58","8730453",291,291,"f",27,1,"Hestmannøy",1998,1998,0,1,1,1,1,1,1,1,"27 1998","8730453",18.25,30.5,3.41772668361337,2.9041650800285,0
"59","8730454",292,292,"m",27,1,"Hestmannøy",1998,1999,0,4,4,1,1,2,2,1,"27 1998","8730454",18.1,27.4,3.31054301339402,2.89591193827178,0
"61","8730493",296,296,"m",26,1,"Gjerøy",1998,2003,0,1,1,0.447213595499958,5,5,0.2,5,"26 1998","8730493",19.7933333333333,29.6666666666667,3.39002408106403,2.9853451806675,1.6094379124341
"62","8730496",297,297,"f",27,1,"Hestmannøy",1998,2001,0,4,2,0.447213595499958,2,3,1.33333333333333,2,"27 1998","8730496",20.4,31.7,3.45631668088323,3.01553490085017,0.693147180559945
"63","8730503",300,300,"f",27,1,"Hestmannøy",1998,1999,0,2,2,1,1,2,1,1,"27 1998","8730503",19.6333333333333,29.5,3.38439026334577,2.97722880198943,0
"64","8730509",302,302,"m",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8730509",20.8,33.3333333333333,3.50655789731998,3.03495298670727,0
"65","8730517",303,303,"m",27,1,"Hestmannøy",1998,1998,0,2,2,1,1,1,2,1,"27 1998","8730517",20.65,32.85,3.49195174493062,3.02771531940704,0
"66","8730584",313,313,"m",27,1,"Hestmannøy",1998,2007,0,19,2.97230549539966,0.2688190423559,1,9,2.11111111111111,4.21052631578947,"27 1998","8730584",20.8642857142857,35.6833333333333,3.57468372636758,3.03803887977844,1.43758765550744
"67","8730902",315,315,"m",28,1,"Indre-Kvarøy",1998,1999,0,4,2.30277563773199,0.60889367553119,1,2,2,1.75,"28 1998","8730902",19.9266666666667,33.9,3.5234150143864,2.99205886818768,0.559615787935423
"68","8730979",317,317,"m",28,1,"Indre-Kvarøy",1998,2002,0,1,1,0.5,4,4,0.25,4,"28 1998","8730979",20.1314285714286,31.8666666666667,3.46156053138925,3.00228220441772,1.38629436111989
"69","8730987",319,319,"m",26,1,"Gjerøy",1998,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1998","8730987",19.7,30.8,3.42751468997953,2.98061863574394,0.693147180559945
"70","8732254",327,327,"f",38,1,"Aldra",1998,2002,0,16,4.66156151048614,0.466850826901718,1,5,3.2,2.4375,"38 1998","8732254",19.57375,32.4625,3.48008557698887,2.97418938287752,0.890972923889865
"71","8732255",328,328,"m",38,1,"Aldra",1998,1998,0,3,3,1,1,1,3,1,"38 1998","8732255",20.7,30.2,3.40784192438082,3.03013370027132,0
"72","8732288",329,329,"m",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732288",18.776,31.66,3.45505405445287,2.93257945854872,0.693147180559945
"73","8732293",331,331,"f",27,1,"Hestmannøy",1998,2001,0,2,1.32471795724475,0.548431757931806,2,3,0.666666666666667,2.5,"27 1998","8732293",19.56,31.2,3.44041809481544,2.97348666460667,0.916290731874155
"74","8732552",334,334,"m",28,1,"Indre-Kvarøy",1998,2001,0,2,1.32471795724475,0.548431757931806,2,3,0.666666666666667,2.5,"28 1998","8732552",21.295,34.4,3.53805656437935,3.05847230337518,0.916290731874155
"75","8732565",337,337,"m",26,1,"Gjerøy",1998,2001,0,5,2,0.5,1,4,1.25,2.8,"26 1998","8732565",19.17,30.45,3.41608599415591,2.95334655705755,1.02961941718116
"76","8732637",339,339,"f",27,1,"Hestmannøy",1998,2002,0,2,1.4142135623731,0.577350269189626,2,4,0.5,2,"27 1998","8732637",19.6966666666667,32.5,3.48124008933569,2.98044941668947,0.693147180559945
"77","8732640",342,342,"m",27,1,"Hestmannøy",1998,1999,0,2,2,1,1,1,2,1,"27 1998","8732640",19,28.8,3.3603753871419,2.94443897916644,0
"78","8732646",345,345,"m",27,1,"Hestmannøy",1998,2001,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"27 1998","8732646",20.05,34.15,3.5307625860168,2.99822915375258,0.693147180559945
"79","8732647",346,346,"m",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732647",20.2,33.7,3.51749783735832,3.00568260440716,0.693147180559945
"80","8732648",347,347,"f",27,1,"Hestmannøy",1998,2000,0,1,1,0.707106781186547,2,2,0.5,2,"27 1998","8732648",20.2333333333333,33.3666666666667,3.50755739765307,3.00733140939734,0.693147180559945
"81","8732649",348,348,"m",27,1,"Hestmannøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1998","8732649",19.3333333333333,32.5333333333333,3.48226520475094,2.96183072187831,0.693147180559945
"82","8732652",351,351,"f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8732652",18.8,30.5,3.41772668361337,2.9338568698359,0
"83","8732654",353,353,"f",27,1,"Hestmannøy",1998,1999,0,1,1,1,1,1,1,1,"27 1998","8732654",18.95,32.2,3.47196645255036,2.94180393152844,0
"84","8732656",354,354,"f",27,1,"Hestmannøy",1998,2000,0,1,1,1,1,2,0.5,1,"27 1998","8732656",17.675,28.95,3.365570204019,2.87215121178264,0
"85","8732659",356,356,"m",27,1,"Hestmannøy",1998,2004,0,3,1.48511596530392,0.5,2,6,0.5,3.33333333333333,"27 1998","8732659",20.1714285714286,30.6285714285714,3.42193328014133,3.00426717600383,1.20397280432594
"86","8732660",357,357,"f",27,1,"Hestmannøy",1998,2001,0,2,2,1,1,3,0.666666666666667,1,"27 1998","8732660",19.79,30.8,3.42751468997953,2.98517675961447,0
"87","8732680",360,360,"m",26,1,"Gjerøy",1998,2000,0,4,2,0.447213595499958,2,2,2,2,"26 1998","8732680",20.3,34.1,3.52929738428947,3.01062088604774,0.693147180559945
"88","8732681",361,361,"f",26,1,"Gjerøy",1998,2000,0,3,1.73205080756888,0.5,2,2,1.5,2,"26 1998","8732681",19.4828571428571,30.48,3.41707073081845,2.96953495803719,0.693147180559945
"89","8732687",364,364,"f",27,1,"Hestmannøy",1998,2000,0,1,1,1,1,2,0.5,1,"27 1998","8732687",20.65,30.5,3.41772668361337,3.02771531940704,0
"90","8732690",366,366,"f",27,1,"Hestmannøy",1998,2003,0,10,2.089219411762,0.247880574061551,2,5,2,3.6,"27 1998","8732690",20.16,32.7666666666667,3.48941173848501,3.00370044320317,1.28093384546206
"91","8732695",368,368,"m",26,1,"Gjerøy",1998,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"26 1998","8732695",19.47,31.975,3.46495434746491,2.96887481938411,0.693147180559945
"92","8732696",369,369,"m",26,1,"Gjerøy",1998,2001,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"26 1998","8732696",20.9966666666667,33.7333333333333,3.51848646818526,3.04436369496573,0.693147180559945
"93","8732700",373,373,"f",26,1,"Gjerøy",1998,2001,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"26 1998","8732700",20.42,32.7,3.48737507790321,3.01651481273652,0.693147180559945
"94","8747100",375,375,"f",27,1,"Hestmannøy",1999,1999,0,1,1,1,1,1,1,1,"27 1999","8747100",20.1,33.2,3.50254987592244,3.00071981506503,0
"95","8747101",376,376,"f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747101",19.5333333333333,32.3666666666667,3.47712908662917,2.97212240791486,0
"96","8747103",378,378,"f",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747103",19.7,31,3.43398720448515,2.98061863574394,0
"97","8747104",379,379,"f",27,1,"Hestmannøy",1999,2001,0,3,2.41421356237309,0.923879532511287,1,3,1,1.33333333333333,"27 1999","8747104",19.9,32.2,3.47196645255036,2.99071973173045,0.287682072451778
"98","8747105",380,380,"m",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747105",20.3266666666667,31,3.43398720448515,3.011933652892,0
"99","8747117",383,383,"f",28,1,"Indre-Kvarøy",1999,1999,0,1,1,1,1,1,1,1,"28 1999","8747117",19.7,33.7,3.51749783735832,2.98061863574394,0
"100","8747218",386,386,"f",27,1,"Hestmannøy",1999,1999,0,4,4,1,1,1,4,1,"27 1999","8747218",19.6,30.8,3.42751468997953,2.97552956623647,0
"101","8747222",389,389,"f",27,1,"Hestmannøy",1999,2003,0,2,1.32471795724475,0.548431757931806,2,4,0.5,2.5,"27 1999","8747222",19.906,32.42,3.47877551630753,2.99102119382387,0.916290731874155
"102","8747227",393,393,"m",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747227",20.6,31.3,3.44361809754611,3.02529107579554,0
"103","8747228",394,394,"m",27,1,"Hestmannøy",1999,2000,0,2,1.61803398874989,0.85065080835204,1,2,1,1.5,"27 1999","8747228",20.9333333333333,31.3333333333333,3.44468249360189,3.04134278480604,0.405465108108164
"104","8747229",395,395,"f",27,1,"Hestmannøy",1999,2001,0,4,3.10380340273553,0.947206478428209,1,3,1.33333333333333,1.5,"27 1999","8747229",19.25,29.9,3.39785848039664,2.95751106073379,0.405465108108164
"105","8747234",397,397,"m",38,1,"Aldra",1999,2000,0,7,4.64575131106459,0.840070779091306,1,2,3.5,1.42857142857143,"38 1999","8747234",20.05,28.05,3.33398863196871,2.99822915375258,0.356674943938733
"106","8747239",398,398,"m",26,1,"Gjerøy",1999,2004,0,1,1,0.707106781186547,2,6,0.166666666666667,2,"26 1999","8747239",18.675,30.8,3.42751468997953,2.92718573101888,0.693147180559945
"107","8747258",402,402,"f",28,1,"Indre-Kvarøy",1999,2000,0,1,1,0.707106781186547,2,2,0.5,2,"28 1999","8747258",19.56,32.6,3.48431228837266,2.97348666460667,0.693147180559945
"108","8747259",403,403,"m",28,1,"Indre-Kvarøy",1999,2002,0,2,1.38027756909761,0.717033325737579,1,4,0.5,2.5,"28 1999","8747259",19.6485714285714,31.2666666666667,3.44255256734407,2.97800463483638,0.916290731874155
"109","8747260",404,404,"m",28,1,"Indre-Kvarøy",1999,1999,0,1,1,1,1,1,1,1,"28 1999","8747260",20.9266666666667,34.6,3.54385368206368,3.0410242627457,0
"110","8747283",408,408,"f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,1,1,1,"27 1999","8747283",20.4,33.2,3.50254987592244,3.01553490085017,0
"111","8747363",409,409,"m",27,1,"Hestmannøy",1999,2000,0,6,4.44948974278318,0.912095586463013,1,2,3,1.33333333333333,"27 1999","8747363",20.9933333333333,29.8666666666667,3.39674303131278,3.04420492700477,0.287682072451778
"112","8747364",410,410,"f",27,1,"Hestmannøy",1999,2001,0,2,1.4142135623731,0.577350269189626,2,3,0.666666666666667,2,"27 1999","8747364",19.612,32.04,3.46698512220016,2.97614162378899,0.693147180559945
"113","8747399",416,416,"f",28,1,"Indre-Kvarøy",1999,2000,0,1,1,1,1,1,1,1,"28 1999","8747399",20.38,31.5,3.44998754583159,3.01455402779458,0
"114","8747408",418,418,"m",20,1,"Nesøy",1999,2002,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"20 1999","8747408",19,32.1,3.46885603013597,2.94443897916644,0.693147180559945
"115","8747410",419,419,"m",20,1,"Nesøy",1999,2002,0,2,1.46557123187677,0.770982798781042,1,3,0.666666666666667,2,"20 1999","8747410",20.604,34.6,3.54385368206368,3.02548523170334,0.693147180559945
"116","8747517",422,422,"f",27,1,"Hestmannøy",1999,2001,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747517",19.02,34.76,3.54846730039719,2.94549105711724,1.09861228866811
"117","8747518",423,423,"f",27,1,"Hestmannøy",1999,2002,0,1,1,0.707106781186547,2,3,0.333333333333333,2,"27 1999","8747518",19.30125,29.4,3.38099467434464,2.96016986065294,0.693147180559945
"118","8747529",427,427,"m",28,1,"Indre-Kvarøy",1999,2002,0,1,1,1,1,3,0.333333333333333,1,"28 1999","8747529",18.59,29.025,3.36815752758396,2.92262380173335,0
"119","8747532",428,428,"m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,3,0.333333333333333,1,"27 1999","8747532",19.6,31.2333333333333,3.44148590057627,2.97552956623647,0
"120","8747534",429,429,"f",27,1,"Hestmannøy",1999,2003,0,4,1.79430965941227,0.501706671168966,1,4,1,2.75,"27 1999","8747534",19.876,32.62,3.48492559719287,2.98951297374007,1.01160091167848
"121","8747548",430,430,"f",38,1,"Aldra",1999,2005,0,6,2.42147278211679,0.540691286684768,1,6,1,2.66666666666667,"38 1999","8747548",17.63,29.9,3.39785848039664,2.86960199640978,0.980829253011728
"122","8747549",431,431,"f",38,1,"Aldra",1999,2000,0,2,2,1,1,1,2,1,"38 1999","8747549",20.2,31.4666666666667,3.44892878448335,3.00568260440716,0
"123","8747551",433,433,"m",38,1,"Aldra",1999,2005,0,14,3.20213555186734,0.384269932533526,1,6,2.33333333333333,3.42857142857143,"38 1999","8747551",20.58,32.6857142857143,3.48693811045033,3.0243197304059,1.23214368129263
"124","8747552",434,434,"m",38,1,"Aldra",1999,2003,0,8,2.87422694222644,0.489487185740116,1,4,2,2.5,"38 1999","8747552",19.925,31.675,3.4555277262072,2.99197522467628,0.916290731874155
"125","8747553",435,435,"f",38,1,"Aldra",1999,2005,0,6,2.53983049764367,0.635976353485393,1,6,1,2.83333333333333,"38 1999","8747553",20.0975,32.25,3.47351804324178,3.00059542921998,1.04145387482816
"126","8747554",436,436,"f",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747554",20.85,33.65,3.51601305609074,3.03735394824481,0
"127","8747561",438,438,"m",27,1,"Hestmannøy",1999,2002,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747561",21,33.1,3.49953328238302,3.04452243772342,1.09861228866811
"128","8747563",439,439,"m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747563",20.54,31.8,3.45946628978613,3.02237420450041,0
"129","8747603",442,442,"f",26,1,"Gjerøy",1999,1999,0,1,1,1,1,1,1,1,"26 1999","8747603",19,28.5,3.3499040872746,2.94443897916644,0
"130","8747604",443,443,"f",26,1,"Gjerøy",1999,2006,0,15,1.77273160251482,0.149283692244544,3,8,1.875,5.73333333333333,"26 1999","8747604",19.915,32.27,3.47413800606387,2.99147321663361,1.7462970951513
"131","8747606",444,444,"f",27,1,"Hestmannøy",1999,1999,0,2,2,1,1,1,2,1,"27 1999","8747606",21.2,34.7,3.54673968695281,3.05400118167797,0
"132","8747623",447,447,"f",27,1,"Hestmannøy",1999,2000,0,1,1,1,1,2,0.5,1,"27 1999","8747623",19.3,28.3,3.34286180464919,2.96010509591084,0
"133","8747636",450,450,"f",26,1,"Gjerøy",1999,2001,0,2,2,1,1,2,1,1,"26 1999","8747636",20.02,37.0857142857143,3.61323183577462,2.99673177388707,0
"134","8747698",455,455,"m",26,1,"Gjerøy",1999,2001,0,3,3,1,1,2,1.5,1,"26 1999","8747698",18.5266666666667,32.7,3.48737507790321,2.91921113564625,0
"135","8747699",456,456,"m",27,1,"Hestmannøy",1999,2001,0,1,1,1,1,2,0.5,1,"27 1999","8747699",19.36,31.6333333333333,3.45421141694777,2.96320908184843,0
"136","8747720",459,459,"m",27,1,"Hestmannøy",1999,2006,0,7,1.67277417165131,0.253214956795956,3,7,1,4.14285714285714,"27 1999","8747720",20.4616666666667,32.4333333333333,3.47918670052385,3.01855321696469,1.42138568093116
"137","8747722",460,460,"f",27,1,"Hestmannøy",1999,2004,0,4,2.35930408597178,0.735670561370448,1,5,0.8,2,"27 1999","8747722",18.95,33.375,3.50780711672041,2.94180393152844,0.693147180559945
"138","8747725",461,461,"f",27,1,"Hestmannøy",1999,2002,0,3,2.20556943040059,0.895205204185134,1,3,1,1.66666666666667,"27 1999","8747725",19.42,33.275,3.50480636428118,2.96630346286318,0.510825623765993
"139","8747726",462,462,"m",27,1,"Hestmannøy",1999,2002,0,1,1,0.577350269189626,3,3,0.333333333333333,3,"27 1999","8747726",19.4,30.5,3.41772668361337,2.96527306606928,1.09861228866811
